file,name,x,y,width,length,rotation,split_alpha,opacity
frame026.png,b000,147.0389308,149.9790012,5.981412443,30.82825218,2.083685805,combined alpha unknown,0.2
frame026.png,b10110,180.5426538,134.6573264,5.435594674,19.98852563,2.210619645,0.573444823,0.2
frame026.png,b10111,190.8686811,121.1426838,6.822557618,15.08814829,2.33420278,0.573444823,0.2
frame026.png,b111,170.5361289,103.2863442,6.38344415,31.85329875,1.634659969,combined alpha unknown,0.2
frame026.png,b1100,164.087974,142.1214628,4.394923487,15.39872915,2.231145036,0.440918474,0.2
frame026.png,b1101,175.0735388,125.7207855,4.188397199,19.93564433,2.14188593,0.440918474,0.2
frame026.png,b001,160.0643614,118.5232122,5.381371482,33.91370358,1.510908421,combined alpha unknown,0.2
frame027.png,b011,147.7780665,122.7259454,5.651565773,30.88220729,1.797565149,0.548861245,0.2
frame027.png,b100,158.4950362,157.6972806,5.411950863,16.28468011,2.694742033,0.322778852,0.2
frame027.png,b0100,132.3306323,149.4652699,7.184968263,21.64947981,1.582355399,0.51299704,0.2
frame027.png,b0101,135.1730309,129.0441881,6.240478444,21.26514342,1.824240259,0.51299704,0.2
frame027.png,b1010,174.3685742,152.217321,6.193623528,19.15997011,2.902840977,0.358609373,0.2
frame027.png,b000,146.3907049,151.0101792,6.084597832,31.91641949,2.09840106,combined alpha unknown,0.2
frame027.png,b10110,180.8828806,134.7782276,5.408217263,21.13465676,2.200409448,0.573444823,0.2
frame027.png,b10111,191.317111,120.4168479,6.710243445,15.54569887,2.353861139,0.573444823,0.2
frame027.png,b1100,163.8453835,143.3656523,4.778415117,16.60008655,2.306778031,0.440918474,0.2
frame027.png,b1101,175.6202631,125.5129183,4.681672777,19.02820737,2.037642257,0.440918474,0.2
frame027.png,b111,170.6007802,103.6231546,6.019701546,33.9686516,1.659272235,combined alpha unknown,0.2
frame027.png,b0010,160.9661941,128.1219011,5.88703921,15.7191742,1.480362258,0.472649575,0.2
frame027.png,b0011,159.7463133,110.5407524,5.680939145,18.78577329,1.516146874,0.472649575,0.2
frame028.png,b100,159.228914,158.8440817,5.465395393,16.00585728,2.715957349,0.322778852,0.2
frame028.png,b0100,131.2082018,150.0086776,6.874815207,22.76367853,1.601063257,0.51299704,0.2
frame028.png,b0101,134.3803757,128.3833738,6.420452753,22.73266712,1.836876196,0.51299704,0.2
frame028.png,b1010,176.5145899,153.2088389,6.538374691,20.94760922,2.882617575,0.358609373,0.2
frame028.png,b000,147.2311518,150.3776841,5.899882443,36.23152975,2.053052025,combined alpha unknown,0.2
frame028.png,b10110,181.8453708,135.185203,5.489029473,22.02410377,2.160259229,0.573444823,0.2
frame028.png,b10111,191.9085203,119.2271478,6.354761337,16.99639491,2.415849045,0.573444823,0.2
frame028.png,b1100,164.03878,145.3982999,4.895590054,16.96327378,2.355934864,0.440918474,0.2
frame028.png,b1101,176.430094,124.7160233,4.519721178,19.38570695,1.975619452,0.440918474,0.2
frame028.png,b0010,161.212077,130.5752186,5.760371603,14.84674912,1.380922367,0.472649575,0.2
frame028.png,b0011,159.3164227,111.64305,5.528163771,22.22972709,1.628328096,0.472649575,0.2
frame028.png,b011,146.9921059,122.8811546,5.565198692,32.64783856,1.828563527,combined alpha unknown,0.2
frame028.png,b111,170.6551751,103.2609169,6.02564826,35.11119759,1.650071869,combined alpha unknown,0.2
frame029.png,b100,158.9989778,159.5868631,5.686427411,17.23413591,2.693040319,0.322778852,0.2
frame029.png,b0100,130.276495,150.1045813,6.731688357,23.97631467,1.526274989,0.51299704,0.2
frame029.png,b0101,133.6028932,127.7988109,6.361149716,23.45507659,1.795573342,0.51299704,0.2
frame029.png,b1010,177.4474767,153.8196312,6.265234527,22.12594974,2.874221115,0.358609373,0.2
frame029.png,b10110,181.5321451,135.9120179,5.326945211,23.17612362,2.157793347,0.573444823,0.2
frame029.png,b10111,191.6910963,119.5492892,6.14697354,17.44916512,2.338366812,0.573444823,0.2
frame029.png,b1100,162.7446912,147.0649555,4.546380021,18.02886414,2.365846161,0.440918474,0.2
frame029.png,b1101,175.9565371,126.0894277,4.490138851,21.60281498,1.953151628,0.440918474,0.2
frame029.png,b0010,160.5962905,131.3812408,6.02055316,14.79885681,1.340403754,0.472649575,0.2
frame029.png,b0011,159.3772779,110.5173306,5.229357752,20.38799631,1.581882813,0.472649575,0.2
frame029.png,b000,146.1638485,151.29106,5.881924798,37.19265252,2.032648274,combined alpha unknown,0.2
frame029.png,b0110,143.7555782,132.8259912,5.199140726,16.0701627,1.868511275,0.448749571,0.2
frame029.png,b0111,148.313662,115.5266056,5.929650201,19.28243329,1.855760352,0.448749571,0.2
frame029.png,b111,170.835054,104.3591273,5.829291092,37.2800599,1.700154181,combined alpha unknown,0.2
frame030.png,b100,158.5885751,160.2918244,5.726106926,18.56142587,2.718010181,0.322778852,0.2
frame030.png,b0100,128.1118005,152.2272337,6.25993039,23.75240244,1.505573635,0.51299704,0.2
frame030.png,b0101,131.3092753,128.0681661,6.467951375,26.14117231,1.802658817,0.51299704,0.2
frame030.png,b1010,177.9989869,154.1999247,5.732323607,22.91196883,2.805062553,0.358609373,0.2
frame030.png,b10110,180.0070144,136.6486515,5.58370766,23.06856285,2.138730523,0.573444823,0.2
frame030.png,b10111,191.3021731,117.9129154,6.428257004,20.08757124,2.304096052,0.573444823,0.2
frame030.png,b1100,157.7238778,150.9696023,4.784295196,18.38793402,2.93411797,0.440918474,0.2
frame030.png,b1101,174.3440113,126.2211223,4.597364811,23.69107677,2.039081069,0.440918474,0.2
frame030.png,b0010,159.0079762,133.6259817,6.295792639,17.25577009,1.177335691,0.472649575,0.2
frame030.png,b0011,157.9077591,111.2360839,5.434488199,21.76326893,1.825086227,0.472649575,0.2
frame030.png,b0110,141.7974122,133.0674269,5.246635552,16.39043129,2.041065905,0.448749571,0.2
frame030.png,b0111,146.9405507,114.2419708,6.521965689,19.60735404,1.848213041,0.448749571,0.2
frame030.png,b0000,139.207775,163.5482892,5.626579397,19.44382919,2.381858591,0.488230151,0.2
frame030.png,b0001,144.9598656,145.4156177,5.201030888,20.62339132,2.390051063,0.488230151,0.2
frame030.png,b111,170.0669493,103.6912006,6.200580273,37.13619183,1.676995379,combined alpha unknown,0.2
frame031.png,b100,157.8510858,160.830017,5.261965618,19.403659,2.749660794,0.322778852,0.2
frame031.png,b0100,126.9591946,152.106938,6.269119112,25.64011539,1.509659669,0.51299704,0.2
frame031.png,b0101,130.6071128,126.6011989,6.447689385,26.81946859,1.851453231,0.51299704,0.2
frame031.png,b1010,178.3277614,154.1455023,5.804944272,24.5227262,2.847114589,0.358609373,0.2
frame031.png,b10110,179.8678432,136.4124254,5.594064191,23.04580114,2.12330936,0.573444823,0.2
frame031.png,b10111,192.2825592,117.5080591,6.860727457,21.37110427,2.352923402,0.573444823,0.2
frame031.png,b1100,157.4810628,151.082514,5.202399685,19.38162369,2.969395605,0.440918474,0.2
frame031.png,b1101,173.9450361,126.3355268,4.562017682,24.42733133,2.069814681,0.440918474,0.2
frame031.png,b0010,158.0576058,134.71195,6.771090869,18.20068507,1.110321724,0.472649575,0.2
frame031.png,b0011,157.3783867,111.551249,5.783623854,21.72668583,1.914289854,0.472649575,0.2
frame031.png,b0110,139.9514245,134.0354451,5.465758735,17.88372815,2.050023256,0.448749571,0.2
frame031.png,b0111,146.1566847,114.1214163,6.365496191,19.52799259,1.820350803,0.448749571,0.2
frame031.png,b0000,138.5257371,164.3122439,5.56423993,20.29471218,2.354626265,0.488230151,0.2
frame031.png,b0001,143.7103723,145.7183196,5.33337905,22.01368705,2.409238269,0.488230151,0.2
frame031.png,b111,169.9122677,102.6588611,6.296111636,36.13333835,1.667239511,combined alpha unknown,0.2
frame032.png,b100,155.2972673,161.0443262,5.545393432,19.48241983,2.805904868,0.322778852,0.2
frame032.png,b0100,123.3574091,153.142173,6.329921116,29.39908079,1.438432226,0.51299704,0.2
frame032.png,b0101,128.0023948,124.9225444,6.402513236,25.68546887,2.048853865,0.51299704,0.2
frame032.png,b1010,177.501481,154.2352865,5.411147154,26.169756,2.847276514,0.358609373,0.2
frame032.png,b10110,178.4944324,137.1039173,5.309684563,24.75819609,2.153174631,0.573444823,0.2
frame032.png,b10111,192.1535822,116.0760598,7.116452415,22.86149381,2.459401266,0.573444823,0.2
frame032.png,b1100,156.2857771,150.6310594,5.280933858,20.95272458,2.947852339,0.440918474,0.2
frame032.png,b1101,173.4445148,125.9325705,4.29478249,26.10433176,2.03244709,0.440918474,0.2
frame032.png,b0010,156.2354504,135.4598471,5.366839403,21.21241539,0.784446527,0.472649575,0.2
frame032.png,b0011,156.8273957,112.7586927,5.297245499,23.23678315,1.872662145,0.472649575,0.2
frame032.png,b0110,136.3178267,134.8618928,5.286408618,18.19725439,2.203408982,0.448749571,0.2
frame032.png,b0111,145.3396902,113.7933598,6.249399189,20.83331291,1.881268277,0.448749571,0.2
frame032.png,b0000,135.9375413,165.8765883,5.906876302,21.88968003,2.211939193,0.488230151,0.2
frame032.png,b0001,140.6936663,146.3705842,4.867805924,23.81192896,2.39424555,0.488230151,0.2
frame032.png,b1110,167.5004571,116.2070486,5.833390921,14.11471669,2.087767809,0.392124999,0.2
frame032.png,b1111,170.5419385,96.11116702,7.308469954,23.72159803,1.464005883,0.392124999,0.2
frame033.png,b100,155.2429756,161.4617883,5.631919409,22.18246651,2.838747177,0.322778852,0.2
frame033.png,b0100,121.4782657,153.980949,6.122124462,30.55915226,1.41775818,0.51299704,0.2
frame033.png,b0101,127.013754,125.4140003,6.571303704,28.03354287,2.136100359,0.51299704,0.2
frame033.png,b1010,178.8084783,154.4605431,5.729859303,26.80394331,2.86134601,0.358609373,0.2
frame033.png,b10110,178.7659288,137.793863,5.598521259,23.73500052,2.086373623,0.573444823,0.2
frame033.png,b10111,192.3208143,115.3629246,6.745226105,23.38806895,2.456989004,0.573444823,0.2
frame033.png,b1100,156.2026929,151.0742357,4.865819801,21.89182802,3.072106295,0.440918474,0.2
frame033.png,b1101,173.3839298,126.300281,4.426105026,27.99970062,2.024150835,0.440918474,0.2
frame033.png,b0010,154.7773794,134.984775,5.841787785,23.65853556,0.791924898,0.472649575,0.2
frame033.png,b0011,157.000284,112.8179508,5.444745076,22.21305112,1.824039382,0.472649575,0.2
frame033.png,b0110,135.1205305,135.4711763,5.437394199,17.70608987,2.262482265,0.448749571,0.2
frame033.png,b0111,145.1896568,113.7613088,6.650069148,21.27235055,1.898686268,0.448749571,0.2
frame033.png,b0000,134.9631962,166.8182862,6.259076821,21.97651699,2.15416559,0.488230151,0.2
frame033.png,b0001,139.5027035,146.5488756,4.864422417,24.4274492,2.379237372,0.488230151,0.2
frame033.png,b1110,166.6539927,117.4991696,5.237266755,16.66636554,2.026958253,0.392124999,0.2
frame033.png,b1111,171.1204491,96.11466613,7.247014347,24.12185432,1.345095906,0.392124999,0.2
frame034.png,b100,152.86815,162.0550611,6.103011633,21.98579789,2.952630924,0.322778852,0.2
frame034.png,b0101,125.2178092,126.0157823,6.250702061,28.86287619,2.228926163,0.51299704,0.2
frame034.png,b1010,178.299026,154.9297847,5.852044273,28.0054151,2.824640349,0.358609373,0.2
frame034.png,b10110,178.7104523,137.0965991,5.574760136,24.60604276,2.122238256,0.573444823,0.2
frame034.png,b10111,192.9885509,113.835256,6.714883197,24.68388371,2.437259114,0.573444823,0.2
frame034.png,b1100,154.4601761,151.2895297,5.12823975,24.86857001,3.13288505,0.440918474,0.2
frame034.png,b1101,172.9308055,126.1329952,4.534939093,28.1903048,1.980680061,0.440918474,0.2
frame034.png,b0010,153.3425572,136.0889331,6.045782688,23.98281442,0.750293948,0.472649575,0.2
frame034.png,b0011,155.9485749,113.8103491,5.090923756,25.22774923,1.855003285,0.472649575,0.2
frame034.png,b0110,131.7118543,136.5691334,4.963028894,20.59920302,2.335571504,0.448749571,0.2
frame034.png,b0111,143.9052459,113.4195765,6.161974128,22.77796381,1.953511595,0.448749571,0.2
frame034.png,b0000,132.952932,167.1222087,6.592242985,23.51793568,2.082505382,0.488230151,0.2
frame034.png,b0001,135.7351637,146.542801,4.76701998,26.43053387,2.40677427,0.488230151,0.2
frame034.png,b1110,165.3122435,118.4675527,4.619757719,18.85785291,2.001907075,0.392124999,0.2
frame034.png,b1111,171.0455377,96.22009733,7.106100686,25.38894962,1.267128421,0.392124999,0.2
frame034.png,b0100,116.7741043,155.9038946,6.148528002,32.40185441,1.370112473,combined alpha unknown,0.2
frame035.png,b100,152.2087363,161.7100998,6.051352022,23.17139315,2.925363458,0.322778852,0.2
frame035.png,b0101,124.0834249,125.1214648,6.109532668,30.59738684,2.291665594,0.51299704,0.2
frame035.png,b1010,178.8512276,154.8198709,6.347717269,27.60833425,2.767741999,0.358609373,0.2
frame035.png,b10110,179.1558422,136.8886,5.589936943,25.13696704,2.147319628,0.573444823,0.2
frame035.png,b10111,192.6630749,112.5974283,6.917495116,26.15795159,2.487793531,0.573444823,0.2
